id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
12GTSKBxbvC7xV0n16ZwKP,Bakske Vol Met Stro,30,247267,0,['Urbanus'],['3dQcvQPQXcOkCSmBTEZqXL'],1/1/1990,1990,0.754,0.559,0,-12.78,1,0.149,0.311,0,0.0723,0.758,130.446,4
12h3ZVYHOEMLBA3NDo5zGd,Parachute,42,270573,1,['Something Happens'],['6V7D7M2wECmGR8eBp9r4Kx'],1/1/1990,1990,0.396,0.455,9,-13.197,1,0.036,0.41,1.15E-06,0.0685,0.434,156.48,4
12hdiIRbhjnddpoLn7MdtC,????????????,24,205333,0,['?????????'],['7wpvykBhIdbCc4cWCDSWfr'],1/5/1990,1990,0.588,0.231,4,-16.719,1,0.0313,0.107,0.706,0.107,0.343,83.851,3
12hfsyiKg89GiM6HkoZHeH,Satu Cinta Tiga Hati,20,255442,0,['Ria Angelina'],['5hvIhmm4y1x495JXoW24SN'],1/10/1990,1990,0.312,0.677,8,-4.569,1,0.026,0.131,0,0.17,0.313,101.157,3
12J3VNmbb5yM34z8hvh3yN,Ajan kaupunkiin,12,300707,0,['Eppu Normaali'],['6KbCFHgM4basg1TvK3oEzv'],1/1/1990,1990,0.746,0.816,0,-6.682,1,0.026,0.00476,0.0111,0.117,0.847,122.266,4
12JxgEgawJixO0JjbgGqud,Ine Sigouro,6,256382,0,['Synthetiki'],['4eiALATVQDj1xpLyVube4Y'],17/9/1990,1990,0.664,0.636,11,-16.22,1,0.0343,0.316,0.0301,0.219,0.427,120.014,4
12kex2t3s2Os7k7on9KnWL,Potosino Soy,3,290600,0,['Savia Andina'],['0hkFv9719WLJ2uupZTn0ru'],19/7/1990,1990,0.373,0.605,10,-6.465,0,0.224,0.835,0.0199,0.193,0.489,77.905,4
12LKaxXtu9xRZSgF0Y4i2W,As ilhas dos a??ores,35,304573,0,['Madredeus'],['3mlxV3eHtMwvoOSLzR6CFj'],5/6/1990,1990,0.204,0.0271,2,-26.78,1,0.0365,0.782,0.784,0.0814,0.079,103.621,4
12lqJcicwQMyxLHPSdGWR7,?????????????????€????????????,9,217693,0,['??????????????????'],['2qLy13N8TXR1zfjliY7IZL'],1/2/1990,1990,0.609,0.545,3,-7.055,1,0.0252,0.223,0.0244,0.117,0.186,145.071,4
12mD2KASli6lbVXcYgg9M3,Little Lady,14,278853,0,['The Scabs'],['7cCXGHnW9OLbG0kQxabVvX'],2/4/1990,1990,0.537,0.793,9,-3.838,0,0.0372,0.0258,0.00367,0.0788,0.92,129.925,4
12PwIOeRv57DKhn5NRfPxJ,My Ship Is Coming In,28,175907,0,['The Walker Brothers'],['49WlsIvcUYj7Awo93hDKgf'],1/1/1990,1990,0.346,0.382,2,-16.589,1,0.0304,0.306,0,0.0639,0.388,93.381,4
12saQQxcHfUe4WHR8bYRbq,Orfeo ed Euridice (Orph??e et Eurydice) - Arranged for cello and piano / Act 2: Dance of the Blessed Spirits (Reigen seliger Geister),33,228507,0,"['Christoph Willibald Gluck', 'Mischa Maisky', 'Pavel Gililov']","['7vfydQ0nVBVgJ0ajs8EtRM', '6rlVhQqS15yJMO4DZqrq6I', '5D9mKDCGUc4MzgkPq2EikW']",1/1/1990,1990,0.194,0.0503,11,-24.736,0,0.0532,0.996,0.92,0.114,0.0613,66.287,3
12soRJf1RZRsCd0QUnJUYL,Let's Chill,57,323827,0,['Guy'],['2IBPIcSkvQZyoaVfoyZKE8'],13/11/1990,1990,0.604,0.417,10,-12.598,0,0.0385,0.0681,0,0.0425,0.558,74.57,4
12uFOiQSZ6IsrFLIb6Bxwj,Live It Up,26,288933,0,['Time Bandits'],['23DeFeMRFRhnfMfawvqFne'],6/12/1990,1990,0.752,0.534,0,-13.266,1,0.032,0.0149,0.000631,0.15,0.705,116.385,4
131dW9xEQvDqbo67F4y5wN,Vad pojkar vill ha,17,292800,0,['Rymdimperiet'],['3yzvQIPDmdpLCNVB56AwmY'],1/1/1990,1990,0.405,0.635,9,-11.47,1,0.0387,0.004,0.000107,0.186,0.677,134.115,4
135R9H03UWsDIfZoKszfLi,Pubic Enemy,38,225787,0,['A Tribe Called Quest'],['09hVIj6vWgoCDtT03h8ZCa'],17/4/1990,1990,0.908,0.916,11,-4.254,1,0.216,0.0309,0.00204,0.1,0.783,109.047,4
13A0V8obkZZlmZ4raCqOzy,?????????€?????????? ?????€,14,276232,0,['?????€??????????'],['3raNx2mon0PKa8G9zW8mUh'],1/9/1990,1990,0.5,0.906,6,-5.227,0,0.029,0.0444,9.57E-05,0.0499,0.503,130.341,4
13BKEFVxeuqD7wE6wLwChp,H??ydepunkt,17,125533,0,['Raga Rockers'],['28ZDQf2XF8nAaPotggxfiS'],1/1/1990,1990,0.654,0.488,4,-12.233,1,0.0296,0.17,0.216,0.122,0.461,116.634,4
13f8HaGpjewY3NvqSxnKfi,El Moro De Cumpas,34,215446,0,['Antonio Aguilar'],['0PN0fbe41KbuzlRYnoajNm'],1/1/1990,1990,0.612,0.553,0,-7.242,1,0.0375,0.407,0,0.161,0.975,132.958,4
13ntOkshe2X3sGR8AY7GbZ,How Long Will I Love You - 2008 Remaster,52,218000,0,['The Waterboys'],['5TnuP42pw475UrjjeabtwZ'],17/9/1990,1990,0.612,0.703,7,-7.599,1,0.0341,0.173,0.000288,0.756,0.451,125.664,4
13P7xlcWQzFMvAGQZniMTS,Ya No Me Interesas,46,182267,0,['Lucha Villa'],['2LYsttKhPVXOf7qD8kTCr1'],26/7/1990,1990,0.71,0.384,9,-8.81,0,0.0365,0.207,0,0.0719,0.939,127.644,4
13pG25Ox7fL3B2PKM8oVPP,Did I Tell You - Live p?? B??rsen,16,210507,0,"['Jerry Williams', 'The Boppers']","['1PJOXqvEZQjdDAV1R5rS07', '1vLVhyvTemQZ6bd5oY1Fql']",1/1/1990,1990,0.495,0.812,5,-12.493,1,0.054,0.074,0,0.98,0.601,147.599,4
13qvpJZA7zCZvVxJX4mP1x,Para Amarnos M??s,40,270907,0,['Jerry Rivera'],['7wOZy3KdFVVINgNFFxkxwO'],25/9/1990,1990,0.616,0.382,5,-13.837,1,0.0366,0.723,2.19E-05,0.152,0.886,158.223,4
13rVu8eRwoCb14fAHea824,Here In My Heart,32,248373,0,['Tiffany'],['4C3uGP8vRDzxrhJxZiOjTe'],1/1/1990,1990,0.465,0.498,0,-8.868,1,0.0251,0.21,0,0.131,0.132,77.932,4
13tPLqdVvvitBrQ7zPTYVR,Arrepentido,34,291501,0,['NELSON D??AZ Y LA CONSTELACI??N'],['0dDHeD2Xl3l0p8tSMcVRBO'],1/1/1990,1990,0.65,0.787,0,-10.028,0,0.0453,0.174,0.00119,0.238,0.97,159.557,4
13vhFmwYNPsIwJIhj4rOxT,Main Tujhpe Kurbaan,20,378346,0,['Mohammed Aziz'],['3vXBH4XwXSLM1YIrRBt98k'],20/12/1990,1990,0.52,0.77,7,-6.545,1,0.0506,0.608,0,0.0849,0.76,95.429,4
13vROYhjunIHUlNLCvFqtL,Humbta-T??t??r??,21,140933,0,['Ernst Neger'],['1XLKHhjJULI2uhgtBCWOHk'],2/1/1990,1990,0.752,0.512,7,-11.436,1,0.0425,0.551,0,0.113,0.959,110.178,4
13YmGHwAN6NCmyaV8piuYq,El Me Levantar??,21,408053,0,['Inspiraci??n'],['3jcKSVxbe5gKGQifAt4reM'],15/6/1990,1990,0.181,0.364,2,-12.104,1,0.0327,0.0943,0,0.551,0.143,72.006,4
13z6HEKvDRzzhx3Ad0AO8E,El Remate,8,275253,0,['Rufino Mario Garc??a'],['7y1AWXucVbLYRx4w18ZswN'],7/12/1990,1990,0.6,0.37,9,-15.436,1,0.112,0.902,0,0.138,0.72,86.214,4
13Zpd3wuMKBs8zu5ID3nrq,"Lied ohne Worte (Song without Words), Op. 62, MWV SD 29: Lieder ohne Worte (Songs without Words), Book 5, Op. 62: No. 25 in G Major, Op. 62, No. 1",19,199947,0,"['Felix Mendelssohn', 'P??ter Nagy']","['6MF58APd3YV72Ln2eVg710', '4Hv8naKkLxWrfxkRMPz5bM']",15/3/1990,1990,0.434,0.0066,7,-30.776,1,0.0473,0.996,0.908,0.0658,0.119,115.626,4
142JGRYD4tGgEeGagqOis0,Krimm,17,229396,0,['Dumdum Boys'],['4Eqk6wvSaia7pwOzPaqEQv'],15/6/1990,1990,0.709,0.635,2,-9.121,1,0.0434,0.0234,0,0.0443,0.747,89.962,4
143nlvtqFUWYNqozQhS71R,??????(?????????),24,198760,0,['Eriko Tamura'],['4tc2Vg3R8pVtea8WeUFIOm'],28/2/1990,1990,0.679,0.775,0,-6.757,1,0.0326,0.0252,0.000869,0.0994,0.756,134.802,4
148aYt5WEqL46biVx9TdVQ,Scene 3: Classic Commentary Competition,20,102560,1,['The 12th Man'],['0IDBBKhe33nSK0gnDq0I1J'],1/2/1990,1990,0.615,0.891,9,-7.643,1,0.935,0.816,0,0.397,0.739,86.74,3
14CPC1OLjmh5S3iTIcCzda,Coraz??n De Roca,24,170827,0,['La Rondalla De Saltillo'],['65wmIidwFZCCoT1BUewp5P'],1/1/1990,1990,0.55,0.18,3,-19.417,0,0.0281,0.881,0,0.337,0.812,91.391,4
14FEBzpNrarSwrDwIDrqHa,You'll Never Stop Me Loving You,44,203120,0,['Sonia'],['2f5TIh7OVx3UixWpoiH8Yj'],23/4/1990,1990,0.694,0.947,2,-6.473,1,0.0538,0.166,9.03E-06,0.0715,0.95,120.025,4
14GRd9N57h1rTou0rPts0i,"Burning Heart - From ""Rocky IV"" Soundtrack",36,232173,0,['Survivor'],['26bcq2nyj5GB7uRr558iQg'],14/4/1990,1990,0.659,0.626,9,-9.189,0,0.0272,0.288,6.26E-06,0.0968,0.66,97.996,4
14hnp2dsZxhoy005MWWmK7,"Trumpet Tune in C Major, Z. 697",42,77800,0,"['Henry Purcell', 'The Prague Brass Soloists']","['3tMLo1k3iUo82coMLWXzxq', '0Y5TzYEqoxjuVbz7K6jsR2']",1/1/1990,1990,0.498,0.0887,5,-18.499,1,0.0349,0.952,0.869,0.135,0.449,112.449,4
14IOEGnXgXkonx7mTvl8y2,??????????????,25,120721,1,['Egor Letov'],['6yzTAtRHzB5xxcV0z9Debk'],24/10/1990,1990,0.596,0.959,6,-5.41,1,0.25,0.71,0,0.319,0.554,101.71,4
14KAGDqJfBFzKAhniF9lVA,Sommer-Ferienlager (2. Teil),14,190853,0,['Kliby Und Caroline'],['5Uatz57u7vTcIp12rIXCuc'],1/1/1990,1990,0.669,0.539,9,-14.979,1,0.929,0.916,0,0.102,0.38,88.542,4
14MHynyP5IJv5xcgMdcgkf,"Tango...(Della Gelosia) - Live From Milan,Italy/1989",25,216573,0,['Vasco Rossi'],['5l4nhyz8876RhgE2d18h65'],1/1/1990,1990,0.531,0.824,9,-14.316,0,0.0466,0.0966,0.00761,0.932,0.448,156.033,4
14nFlqXb0TDKwRgDbWErNF,Dervish Chant,21,465480,0,['African Head Charge'],['4eOZAQytg3U2l0WTClghDQ'],1/1/1990,1990,0.691,0.497,2,-9.924,0,0.0541,0.463,0.794,0.106,0.738,156.278,4
14OqG5xsp2M7XzzQ0uFXoz,Gatelangs,23,186373,0,['Raga Rockers'],['28ZDQf2XF8nAaPotggxfiS'],1/1/1990,1990,0.598,0.654,9,-11.705,1,0.0288,0.642,0.265,0.138,0.83,107.577,4
14p4jbULrRxZvnSt4NDSEs,Like a Prayer,45,351560,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],9/11/1990,1990,0.705,0.693,0,-10.122,1,0.0455,0.018,1.21E-06,0.441,0.444,111.872,4
14PvY8IkuMuAOxF4MGGRVu,Bubbers Badekar,12,204307,0,['Jimi & Ren??'],['0w5Kp7bRzonhDur1llJblM'],1/1/1990,1990,0.692,0.812,2,-9.924,1,0.0428,0.189,1.74E-06,0.327,0.913,144.927,4
14RWSCy9Ec9UvApW0JqjQ0,So Hard - 2018 Remaster,42,238387,0,['Pet Shop Boys'],['2ycnb8Er79LoH2AsR5ldjh'],22/10/1990,1990,0.561,0.893,0,-7.663,1,0.038,0.00123,0.408,0.176,0.674,119.863,4
14SDdaZsHo0ZnIDjTt1Bnd,?????????,16,212560,0,['??????????????????????????????'],['79nkC8XZ5ohEVU0Xlf5Ael'],13/1/1990,1990,0.64,0.819,2,-6.038,1,0.0288,0.218,9.53E-06,0.177,0.889,140.992,4
14ucKELqDvuZbvSJDT6U16,049 - und die Comic-Diebe - Teil 29,36,63427,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],26/11/1990,1990,0.639,0.598,7,-10.085,1,0.602,0.0259,0,0.334,0.716,70.529,4
14Vh0Wwko1mWs3WvL2TP2R,Don'T Let It Go To Your Head,29,229147,0,['The Brand New Heavies'],['3DEveX6KVzhPDqq2VRuN14'],1/1/1990,1990,0.685,0.527,5,-16.33,1,0.0389,0.388,0.000597,0.059,0.712,108.047,4
14WLYTmWgWoN53sOPpGbw5,Mi Linda Esposa,27,243720,0,['Los Tigres Del Norte'],['3hYtANQYrE6pd2PbtEyTIy'],1/1/1990,1990,0.65,0.395,0,-9.298,1,0.0412,0.256,0,0.0874,0.465,95.051,4
14XhNi9AiieA7RvuzIzauD,Your Mama Won't Like Me,28,238880,0,['Suzi Quatro'],['15jHZ1EZwmm2QDjKctvqJQ'],8/5/1990,1990,0.701,0.771,9,-7.301,1,0.0357,0.00512,3.65E-05,0.245,0.896,107.924,4
1504GQOLGnEXUIUbvGgHH3,Vas A Acordarte De Mi,25,190566,0,['Manuel Ascanio'],['2dpCb42nJ31TLGJc6RlV1z'],1/1/1990,1990,0.573,0.678,10,-6.534,1,0.0356,0.667,0,0.119,0.575,98.275,4
151nA9aSygjPD1I8SmhpXx,All'una e trentacinque circa - 2018 Remaster,18,228307,0,['Vinicio Capossela'],['6FlxhoUGATC40TALMesaFM'],12/10/1990,1990,0.608,0.616,5,-9.237,0,0.0702,0.728,5.89E-05,0.31,0.699,155.694,4
15ajtThjVSzf7kfxO0Pqg1,049 - und die Comic-Diebe - Teil 27,36,64520,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],26/11/1990,1990,0.7,0.558,9,-9.779,0,0.624,0.292,0,0.712,0.688,120.119,5
15GmKc4LAsPxMshAz9ulJg,Chiquita Pero Buena,20,174320,0,['Los Palmeras'],['2Htm0q72SjGSmsy8EOIhRG'],30/6/1990,1990,0.721,0.791,0,-6.309,1,0.0692,0.537,0,0.102,0.966,137.319,4
15JgFCbjwYYmDOfQrelHHD,Invierno en Primavera,54,313731,0,['Guayac??n Orquesta'],['2pZ81eCkqxemIjqqfE1fhE'],1/1/1990,1990,0.511,0.789,9,-5.908,1,0.0409,0.195,0.000108,0.0595,0.923,163.8,4
15kumk95vY2BacpwuwcGSQ,Buleen,9,140227,0,['Klamydia'],['2BFdLtG6ivaiRqPFTgV1in'],1/1/1990,1990,0.325,0.934,2,-6.369,1,0.217,0.0269,1.29E-06,0.314,0.828,185.702,4
15OdDbTA8XfNAaPbGxksag,Railroad Worksong,42,328053,0,['The Notting Hillbillies'],['1dqalNipWI6wAnatpwQtWu'],1/1/1990,1990,0.604,0.302,11,-17.289,1,0.0306,0.0823,0.195,0.103,0.479,90.504,4
15Q8x6mM0q9qNxKrAOgPhW,I Want To Live,28,230107,0,"[""Aphrodite's Child""]",['2XhhAWeUOlrZnGOB7aKEI8'],1/1/1990,1990,0.264,0.329,11,-11.31,1,0.0297,0.329,1.79E-05,0.233,0.192,78.255,4
15s4bUqSLiPVPYU1DGrGpW,Somewhere Out There,42,206200,0,['Emile Pandolfi'],['5BcEbeQq5n2fz8HbhI9CWU'],1/1/1990,1990,0.263,0.129,0,-20.021,1,0.0381,0.993,0.869,0.12,0.119,84.009,3
15WfxfNLSYEjW4fKd2mHw4,A Ti Que Te Lo Haces,33,254760,0,['Joaqu??n Sabina'],['4aeIWo5CMF1uRmqgJdwkZW'],7/5/1990,1990,0.854,0.321,4,-15.231,1,0.0474,0.407,1.76E-05,0.0634,0.404,112.041,4
15wwrmxS3lSvKyDleWDMC6,Forbuden Frukt,17,323573,0,['Bj??rn Eidsv??g'],['11Vny8qHe4KR50ZIjhz7sz'],20/4/1990,1990,0.446,0.285,7,-15.425,1,0.0316,0.453,0.000196,0.871,0.292,132.886,3
15Xdlu0QaiEy3YFTf4xpUA,I Left My Wallet in El Segundo,52,246827,0,['A Tribe Called Quest'],['09hVIj6vWgoCDtT03h8ZCa'],17/4/1990,1990,0.817,0.825,7,-6.481,1,0.238,0.383,0,0.0866,0.881,99.032,4
167t3Y3AKAkGUyceTcHOgn,Na mee vo Bim Kapit??n Watermann uf sim Zweimaschter 'Brausewind',16,143627,0,['Globi'],['7p5EwRiUqxJxnOCcULTHex'],2/4/1990,1990,0.703,0.648,0,-9.629,0,0.944,0.764,0,0.507,0.56,91.166,3
168tVf3hMJSxHmyyDZGE2q,Embriagada De Ilusiones,16,233143,0,['Las Musas Del Vallenato'],['51NKeKxApR2v2CKQ5oejIo'],15/9/1990,1990,0.704,0.563,10,-11.171,1,0.0358,0.401,0,0.233,0.963,145.417,4
16ANE14QPxi2XEzoHPw8yi,Jag ser en stj??rna falla,22,171507,0,['Elisabeth Andreassen'],['6Fn3e6ZtmKtAl9wQ6Y9Fbc'],1/1/1990,1990,0.671,0.758,5,-9.663,1,0.0368,0.0904,2.27E-06,0.138,0.852,138.694,4
16CvgQmr04HT8mk1bOpLxT,La forza dell'amore,29,266844,0,['Eugenio Finardi'],['4G7VHqcVjuXBTVsTkAfhZZ'],10/10/1990,1990,0.635,0.733,0,-8.876,1,0.026,0.124,0,0.125,0.685,109.975,4
16E2YetFCHGN09jtPgN3eT,Manuel,32,207040,0,['Maywood'],['5edfbK4vf2OxHiVfMfPcvm'],16/2/1990,1990,0.723,0.586,1,-13.095,0,0.0293,0.359,0,0.222,0.744,117.97,4
16FM7bAhtf7Gln4h7X7xIv,Hazme Brillar Se??or,36,517013,0,['Inspiraci??n'],['3jcKSVxbe5gKGQifAt4reM'],15/6/1990,1990,0.279,0.173,9,-14.811,1,0.0357,0.887,0.002,0.164,0.129,136.62,4
16guhICeX4P7iDDqCqMMBW,??€?????????,27,262813,0,['Hacken Lee'],['3PV11RNUoGfX9tMN2wVljB'],1/1/1990,1990,0.544,0.609,8,-7.06,1,0.0283,0.417,1.52E-05,0.223,0.41,133.053,4
16iiSXKLRWcFXrQ5UaClHe,Chuquiagu Marka,11,239621,0,['Los Kjarkas'],['0tkboyBYNymYytYlb9EXkN'],10/6/1990,1990,0.366,0.712,3,-7.646,0,0.0454,0.277,0.0575,0.292,0.672,156.579,4
16oiD3jyr2bdfuCF3e5aCu,???????????? ????????????,8,215880,0,['????????? ??????????????? ??????????????????????????????'],['0gQVKAg3FxBcw497Lt4nFj'],1/1/1990,1990,0.463,0.291,6,-17.364,1,0.0309,0.177,0.0113,0.197,0.312,71.513,4
16Ov4UwdVxKGDHuGEhg40C,A Mi Me Gusta So??ar,27,259747,0,['Juan Gabriel'],['2MRBDr0crHWE5JwPceFncq'],1/1/1990,1990,0.671,0.718,2,-5.804,1,0.0287,0.25,0,0.131,0.659,109.957,4
16Q74F5CqnCmW1MvkQc6JZ,"Satellite (feat. Jorge Moreno) - From ""Havana Nights""",33,260200,0,"['Santana', 'Jorge Moreno']","['6GI52t8N5F02MxU0g5U69P', '26bF4xnAkS1Kz4LPF6j1Aj']",1/1/1990,1990,0.698,0.77,9,-5.052,0,0.0357,0.0287,1.29E-05,0.158,0.741,94.057,4
16tSlxrIF7hDvU1VXkpL6U,Aunque Mal Paguen Ellas,25,206840,0,['Vicente Fern??ndez'],['4PPoI9LuYeFX8V674Z1R6l'],17/4/1990,1990,0.434,0.276,0,-9.545,0,0.0349,0.134,0,0.0947,0.312,80.164,4
16UJJmzeOF30yM4GiALWU8,T??ti t??lvukall,2,184459,0,['Laddi'],['0PpNdAPMwg8OJTiNDYBDFp'],1/1/1990,1990,0.729,0.655,9,-13.027,1,0.147,0.266,0,0.435,0.93,102.525,4
16yFUTEOp3r3A5K0zclGqu,Let It Be Me,25,217907,0,['?????????'],['2pZ2WpqQBbxasBMdDTOad1'],1/1/1990,1990,0.536,0.446,7,-14.127,1,0.0256,0.608,7.25E-06,0.455,0.497,152.051,4
172BKvYdhsVNTpPtxPeHUy,K??rlighed G??r Ondt,10,236800,0,['Thomas Helmig'],['2ytaRjGwyS3veZwsmr0SPj'],1/1/1990,1990,0.583,0.893,7,-4.68,1,0.0492,0.0934,0,0.33,0.739,122.346,4
1742jOJnyA8dm0rKqOziGa,Amor Ardiente,21,170843,0,['Maya Andina'],['3Rd5uZJK7LV9xnCDIsUxYU'],1/1/1990,1990,0.611,0.479,11,-10.997,0,0.0552,0.683,0,0.135,0.695,141.641,3
17BiPvzobyMs7G7FIdsXN3,Valehtelisin jos v??itt??isin,39,138627,0,['Kolmas Nainen'],['1xm7iJLJRw7lcRM4MeoebZ'],1/1/1990,1990,0.562,0.283,0,-11.365,1,0.0368,0.237,8.51E-05,0.106,0.356,114.426,4
17fLX149EuVS0C5XfyQ6Md,Can't Be Sure,37,202427,0,['The Sundays'],['4nlqDmbzFzbNITaqjJv7D7'],1/1/1990,1990,0.396,0.443,2,-9.743,1,0.0358,0.735,0.00259,0.0706,0.356,127.568,4
17hlc2DYhulzPTSG6caxHy,Hanna och r??ttvisan,18,224573,0,['Grymlings'],['0JLbtZQLmBNTczxvUvxpHj'],1/3/1990,1990,0.645,0.892,2,-6.265,1,0.0316,0.0605,0,0.16,0.788,132.336,4
17iHRh1BYA0NAbR4dR3puv,?????????? ???? ?????€???????? ?????€??????,30,315416,0,['Kino'],['2jkl2xJVm71azWAgZKyf42'],1/1/1990,1990,0.734,0.592,11,-10.916,0,0.0331,0.0146,0.67,0.358,0.565,119.046,4
17IJYZlW8pQSAsIqLFd5hi,Galicia sitio distinto,24,236000,0,['Os Resentidos'],['5P30A7sxNONLWysNtr7Xdd'],4/4/1990,1990,0.675,0.961,5,-7.967,0,0.0418,0.312,0.401,0.371,0.896,101.95,4
17mB35yRqXSIgGQ5OjpHJL,?????? ?????? ?????????,15,195507,0,"[""Jitterin' Jinn""]",['0bpoE3oA5qVID9ZNZAuUmg'],12/9/1990,1990,0.484,0.875,5,-10.977,1,0.0337,0.00641,0.898,0.267,0.879,185.426,4
17ORtQ9RJAr3aT1ai7J1FC,Nathalie,32,179067,0,['Jean Leloup'],['4wxSKb9ur3AbGRCv81xFAd'],1/8/1990,1990,0.477,0.653,9,-11.145,1,0.214,0.0985,0,0.355,0.611,199.158,4
17sbfQLWxyC0ciBXi9g54f,The Art of Shredding,46,258093,1,['Pantera'],['14pVkFUHDL207LzLHtSA18'],20/7/1990,1990,0.364,0.88,2,-11.859,1,0.0641,0.000128,0.806,0.287,0.435,118.668,4
17Sfr3T1chYPGcmM4VlhCh,"Oiga, Mire, Vea",65,325642,0,['Guayac??n Orquesta'],['2pZ81eCkqxemIjqqfE1fhE'],1/1/1990,1990,0.634,0.779,10,-5.909,0,0.0478,0.44,0,0.05,0.854,179.963,4
17silJ6Fy6R4FMsOuiGgNV,V??c Necht??l By Snad Ani D'Artagnan,7,320800,0,"['Marta Kubi??ov??', 'Waldemar Matu??ka']","['5yXDhby2zmTTNlM08ppAQW', '4LNC9g5ie0tSgZed2CHQ5A']",1/1/1990,1990,0.381,0.238,0,-14.191,1,0.0339,0.557,0,0.109,0.326,179.584,3
17tFirsah2ziwzsWZVqPB2,Jesus Your Presence Makes Me Whole,28,270427,0,['Benny Hinn'],['3PM2Mavn4aG4UXgG07dxCg'],12/5/1990,1990,0.198,0.352,3,-12.75,1,0.0339,0.764,0,0.327,0.273,107.456,3
17Wmn3YQj1qe5gvemn0A0f,Calla Coraz??n (A Escondidas Te Amar??),12,238267,0,['Karibe con K'],['7wHbsRbx23UPiHo7sNoXEb'],16/3/1990,1990,0.642,0.753,9,-6.574,0,0.0426,0.17,0.00253,0.135,0.919,102.101,4
17XDkWUjDVrrEl2xuufl2e,Kemppainen,14,103733,1,['Klamydia'],['2BFdLtG6ivaiRqPFTgV1in'],1/1/1990,1990,0.397,0.993,4,-5.844,1,0.132,0.101,0,0.349,0.271,91.338,4
17ZoP0zO3xMsh0CcdKa3fH,Gr??nne Gummist??vler,15,149693,0,['Vazelina Bilopph??ggers'],['4FC10Nffya2LWWVBfrw0gr'],1/1/1990,1990,0.729,0.709,5,-10.981,1,0.0661,0.658,0.000265,0.416,0.823,115.255,4
1847ATLUohaC2dFjuCKnXu,????kt??m Y??cesine,15,286627,0,['Grup K??z??l??rmak'],['1oJDFpgblEoHB24W2j7uK5'],1/10/1990,1990,0.409,0.334,2,-11.333,0,0.0304,0.898,0.00469,0.104,0.395,136.01,4
18a4OnWvGsWc32qs8VpTX6,?????????,15,232373,0,['??????'],['3gQWDP6vxNhpyRfeOI7qV4'],1/2/1990,1990,0.505,0.623,0,-6.313,1,0.0256,0.0114,0.000457,0.166,0.282,92.965,4
18aKL6sJBQw6832ofDMqOx,Das Leben ist ein Spiel,30,240827,0,['B??hse Onkelz'],['6x9jRPDmA8Ihpw3A9FBowD'],1/7/1990,1990,0.551,0.879,11,-5.477,0,0.048,0.000242,3.82E-06,0.272,0.663,100.097,4
18cA48fIuDI4wzyf9sCsOp,Men Without Souls,11,107493,0,['The Stunning'],['1fEwGqdphBrvv5Vx79PjUi'],9/5/1990,1990,0.456,0.363,7,-6.025,1,0.129,0.723,0,0.143,0.359,176.025,3
18crx51y0QREC1W6VpHwvd,Mockingbirds,34,150320,0,['Mark Lanegan'],['1fpXM23IoNckJ7NDAm8YJQ'],1/5/1990,1990,0.322,0.676,9,-6.922,1,0.0337,0.348,0.135,0.0858,0.752,203.376,4
18EsuIEHChRFdwtkh1gtjv,??€?????????????????????,10,224160,0,['Viyada Komarakul Na Nakorn'],['0wL5Qbqt2CRaWUsiKUnTvF'],31/12/1990,1990,0.727,0.677,2,-5.197,1,0.0269,0.68,4.00E-05,0.0907,0.495,119.837,4
18ESXa5mEm1V4Pkt5GSXWx,Cherry Pie,63,201107,0,['Warrant'],['7HLvzuM9p11k9lUQfSM4Rq'],1/5/1990,1990,0.407,0.955,2,-4.164,1,0.164,0.0251,0,0.347,0.508,177.48,4
18Gd6vSbxKS4mrEvjz14oS,Samfer??a,15,245899,0,['Mannakorn'],['0Jvy0eApHg0E15ThMqDUqt'],1/1/1990,1990,0.38,0.297,2,-16.337,0,0.0324,0.391,1.23E-05,0.328,0.111,175.723,4
18GrzIO8luZZRhjdrie45E,I'm Sailin,40,193267,0,['Mazzy Star'],['37w38cCSGgKLdayTRjna4W'],21/5/1990,1990,0.548,0.26,11,-12.407,1,0.0299,0.939,3.39E-05,0.113,0.151,92.643,4
18ihsfaMmTabJuxHw7bQRn,Driving,27,239667,0,['Everything But The Girl'],['13ccXrK7AmXb4TddMkE7jy'],5/2/1990,1990,0.719,0.374,11,-16.279,0,0.0331,0.398,1.19E-05,0.0547,0.605,97.551,4
18j5YyQgSMpF5DrgUrtFt7,Till mitt eget Blue Hawaii,23,160187,0,['Vikingarna'],['0kWWPlF3hudGPbahg5Xt9n'],1/1/1990,1990,0.516,0.761,1,-7.253,1,0.0285,0.414,0,0.113,0.96,153.909,4
18joMlP4JSBRCsPN9zXceo,Getting Better All The Time,14,284760,0,['Jeffrey Osborne'],['5qUHCOUsvVKUpVrMMmztMK'],1/5/1990,1990,0.553,0.441,5,-11.231,1,0.0269,0.314,5.82E-06,0.279,0.228,102.901,4
